transcript_id,gene_id,gene_name,chromosome,start,end,strand
MSTRG.2733.1,MSTRG.2733,NA,1,186313866,186318887,-
MSTRG.2734.1,MSTRG.2734,NA,1,186320314,186338109,-
MSTRG.2735.1,MSTRG.2735,NA,1,186338216,186350283,-
MSTRG.2736.1,MSTRG.2736,NA,1,186350350,186353816,-
MSTRG.2737.1,MSTRG.2737,NA,1,186356286,186357598,-
MSTRG.2738.1,MSTRG.2738,NA,1,186358583,186359990,-
MSTRG.2739.1,MSTRG.2739,NA,1,186360288,186362974,-
MSTRG.2740.1,MSTRG.2740,NA,1,186367886,186375002,-
MSTRG.2741.1,MSTRG.2741,NA,1,186383038,186386073,+
MSTRG.2742.1,MSTRG.2742,NA,1,186674631,186675397,-
MSTRG.2744.1,MSTRG.2744,NA,1,186676848,186680387,-
MSTRG.2745.1,MSTRG.2745,NA,1,186849306,186854314,+
MSTRG.2746.1,MSTRG.2746,NA,1,186895592,186895862,.
MSTRG.2747.1,MSTRG.2747,NA,1,186911257,186932899,+
MSTRG.2749.1,MSTRG.2749,NA,1,190397041,190397463,.
MSTRG.2750.1,MSTRG.2750,NA,1,190433331,190433691,.
MSTRG.2751.1,MSTRG.2751,NA,1,192575829,192576862,+
MSTRG.2751.2,MSTRG.2751,NA,1,192575956,192576284,+
MSTRG.2752.1,MSTRG.2752,NA,1,192577860,192579964,+
MSTRG.2753.1,MSTRG.2753,NA,1,192810981,192811989,+
MSTRG.2755.1,MSTRG.2755,NA,1,193082560,193084877,+
MSTRG.2756.1,MSTRG.2756,NA,1,193122201,193130199,+
MSTRG.2757.1,MSTRG.2757,NA,1,193135537,193150374,+
MSTRG.2758.1,MSTRG.2758,NA,1,193152381,193233155,+
MSTRG.2759.1,MSTRG.2759,NA,1,193180940,193186332,-
MSTRG.2760.1,MSTRG.2760,NA,1,193249780,193250791,+
MSTRG.2761.1,MSTRG.2761,NA,1,193257216,193257629,.
MSTRG.2762.1,MSTRG.2762,NA,1,196673078,196677538,+
MSTRG.2764.1,MSTRG.2764,NA,1,197438585,197442318,+
MSTRG.2765.1,MSTRG.2765,NA,1,197458083,197458393,.
MSTRG.2766.1,MSTRG.2766,NA,1,197469334,197469535,.
MSTRG.2767.1,MSTRG.2767,NA,1,197672045,197715076,-
MSTRG.2768.1,MSTRG.2768,NA,1,198157211,198262595,+
MSTRG.2769.1,MSTRG.2769,NA,1,198265352,198265653,.
MSTRG.2770.1,MSTRG.2770,NA,1,198297161,198319631,+
MSTRG.2771.1,MSTRG.2771,NA,1,198639226,198704498,+
MSTRG.2771.2,MSTRG.2771,NA,1,198702393,198706777,+
MSTRG.2772.1,MSTRG.2772,NA,1,198709708,198716752,+
MSTRG.2774.1,MSTRG.2774,NA,1,198750493,198752323,+
MSTRG.2775.1,MSTRG.2775,NA,1,198752619,198756663,+
MSTRG.2776.1,MSTRG.2776,NA,1,200644417,200650535,-
MSTRG.2777.1,MSTRG.2777,NA,1,200652838,200653916,.
MSTRG.2778.1,MSTRG.2778,NA,1,200666559,200669806,-
MSTRG.2779.1,MSTRG.2779,NA,1,200739763,200807511,+
MSTRG.2780.1,MSTRG.2780,NA,1,200746202,200746577,.
MSTRG.2782.1,MSTRG.2782,NA,1,200847640,200848278,+
MSTRG.2784.1,MSTRG.2784,NA,1,200981010,200986918,-
MSTRG.2784.2,MSTRG.2784,NA,1,200983055,200987203,-
MSTRG.2785.1,MSTRG.2785,NA,1,200998456,200999951,-
MSTRG.2787.1,MSTRG.2787,NA,1,201002054,201004782,-
MSTRG.2789.1,MSTRG.2789,NA,1,201020227,201020900,.
MSTRG.2793.1,MSTRG.2793,NA,1,201483542,201507104,-
MSTRG.2795.1,MSTRG.2795,NA,1,201625114,201626228,-
MSTRG.2796.1,MSTRG.2796,NA,1,201634297,201634726,.
MSTRG.2797.1,MSTRG.2797,NA,1,201641105,201641347,.
MSTRG.2798.1,MSTRG.2798,NA,1,201641883,201642819,.
MSTRG.2799.1,MSTRG.2799,NA,1,201643061,201643460,.
MSTRG.2800.2,MSTRG.2800,NA,1,201786122,201808924,+
MSTRG.2801.1,MSTRG.2801,NA,1,201809441,201823671,+
MSTRG.2803.1,MSTRG.2803,NA,1,201852913,201854913,+
MSTRG.2804.1,MSTRG.2804,NA,1,201855832,201871250,+
MSTRG.2805.1,MSTRG.2805,NA,1,201861921,201862146,.
MSTRG.2806.1,MSTRG.2806,NA,1,201872849,201874432,+
MSTRG.2807.1,MSTRG.2807,NA,1,201874830,201876967,+
MSTRG.2808.1,MSTRG.2808,NA,1,201889582,201892534,+
MSTRG.2809.1,MSTRG.2809,NA,1,201899190,201946465,-
MSTRG.2810.1,MSTRG.2810,NA,1,201955521,201963744,+
MSTRG.2811.1,MSTRG.2811,NA,1,201965492,201969660,+
MSTRG.2812.1,MSTRG.2812,NA,1,201989418,202001644,+
MSTRG.2814.1,MSTRG.2814,NA,1,202131714,202144658,-
MSTRG.2816.1,MSTRG.2816,NA,1,202422619,202425675,+
MSTRG.2817.1,MSTRG.2817,NA,1,202427129,202430832,+
MSTRG.2818.1,MSTRG.2818,NA,1,202431501,202437832,+
MSTRG.2819.1,MSTRG.2819,NA,1,202437938,202445077,+
MSTRG.2819.2,MSTRG.2819,NA,1,202442443,202449138,+
MSTRG.2820.1,MSTRG.2820,NA,1,202495570,202497048,+
MSTRG.2821.1,MSTRG.2821,NA,1,202558877,202567831,+
MSTRG.2821.2,MSTRG.2821,NA,1,202562777,202581565,+
MSTRG.2822.1,MSTRG.2822,NA,1,202586127,202586383,.
MSTRG.2823.1,MSTRG.2823,NA,1,202728890,202730027,-
MSTRG.2825.1,MSTRG.2825,NA,1,202736298,202740812,-
MSTRG.2826.1,MSTRG.2826,NA,1,202762706,202766419,-
MSTRG.2827.1,MSTRG.2827,NA,1,202766925,202774692,-
MSTRG.2828.1,MSTRG.2828,NA,1,202893410,202895571,-
MSTRG.2829.1,MSTRG.2829,NA,1,202918329,202925051,-
MSTRG.2830.1,MSTRG.2830,NA,1,202940924,202941679,.
MSTRG.2831.1,MSTRG.2831,NA,1,202942084,202945165,-
MSTRG.2831.2,MSTRG.2831,NA,1,202943775,202945165,-
MSTRG.2832.1,MSTRG.2832,NA,1,202946461,202958227,-
MSTRG.2833.1,MSTRG.2833,NA,1,202962254,202965547,-
MSTRG.2835.1,MSTRG.2835,NA,1,203008706,203015048,+
MSTRG.2836.1,MSTRG.2836,NA,1,203015802,203018533,+
MSTRG.2837.1,MSTRG.2837,NA,1,203038732,203045559,+
MSTRG.2838.1,MSTRG.2838,NA,1,203048001,203048691,+
MSTRG.2839.1,MSTRG.2839,NA,1,203076048,203077248,+
MSTRG.2840.1,MSTRG.2840,NA,1,203165534,203167405,.
MSTRG.2842.1,MSTRG.2842,NA,1,203305529,203310643,+
MSTRG.2843.1,MSTRG.2843,NA,1,203347623,203351066,-
MSTRG.2844.1,MSTRG.2844,NA,1,203503178,203503415,.
MSTRG.2845.1,MSTRG.2845,NA,1,203626918,203722689,+
MSTRG.2845.2,MSTRG.2845,NA,1,203712792,203720740,+
MSTRG.2846.1,MSTRG.2846,NA,1,203723879,203744052,+
MSTRG.2847.1,MSTRG.2847,NA,1,203795633,203796699,+
MSTRG.2848.1,MSTRG.2848,NA,1,203799610,203799840,.
MSTRG.2850.1,MSTRG.2850,NA,1,203828335,203830249,+
MSTRG.2851.1,MSTRG.2851,NA,1,203850518,203852172,+
MSTRG.2852.1,MSTRG.2852,NA,1,204073277,204113154,+
MSTRG.2853.1,MSTRG.2853,NA,1,204113747,204114792,+
MSTRG.2855.1,MSTRG.2855,NA,1,204117911,204119729,+
MSTRG.2858.1,MSTRG.2858,NA,1,204241381,204247430,-
MSTRG.2858.2,MSTRG.2858,NA,1,204241381,204243247,-
MSTRG.2859.1,MSTRG.2859,NA,1,204249183,204251688,-
MSTRG.2860.1,MSTRG.2860,NA,1,204259538,204264965,-
MSTRG.2860.2,MSTRG.2860,NA,1,204259574,204264965,-
MSTRG.2862.1,MSTRG.2862,NA,1,204405667,204409655,-
MSTRG.2863.1,MSTRG.2863,NA,1,204425714,204429988,-
MSTRG.2864.1,MSTRG.2864,NA,1,204433331,204433907,-
MSTRG.2865.1,MSTRG.2865,NA,1,204441360,204443489,-
MSTRG.2866.1,MSTRG.2866,NA,1,204459908,204464124,-
MSTRG.2867.1,MSTRG.2867,NA,1,204537704,204549386,+
MSTRG.2867.2,MSTRG.2867,NA,1,204544617,204549386,+
MSTRG.2868.1,MSTRG.2868,NA,1,204552566,204552845,.
MSTRG.2869.1,MSTRG.2869,NA,1,204555726,204555943,.
MSTRG.2871.1,MSTRG.2871,NA,1,204979012,204981944,+
MSTRG.2872.1,MSTRG.2872,NA,1,204981976,205009574,+
MSTRG.2874.1,MSTRG.2874,NA,1,205007360,205008000,.
MSTRG.2876.1,MSTRG.2876,NA,1,205019814,205022814,.
MSTRG.2877.1,MSTRG.2877,NA,1,205073080,205073822,+
MSTRG.2878.1,MSTRG.2878,NA,1,205095016,205100164,-
MSTRG.2879.1,MSTRG.2879,NA,1,205103924,205105139,-
MSTRG.2881.1,MSTRG.2881,NA,1,205336133,205339850,-
MSTRG.2882.1,MSTRG.2882,NA,1,205341427,205341667,.
MSTRG.2883.1,MSTRG.2883,NA,1,205343021,205344220,.
MSTRG.2884.1,MSTRG.2884,NA,1,205344462,205344724,.
MSTRG.2885.1,MSTRG.2885,NA,1,205345616,205356829,.
MSTRG.2887.1,MSTRG.2887,NA,1,205713617,205717718,.
MSTRG.2889.1,MSTRG.2889,NA,1,205717926,205750183,-
MSTRG.2889.2,MSTRG.2889,NA,1,205718136,205750183,-
MSTRG.2890.1,MSTRG.2890,NA,1,205770003,205775431,-
MSTRG.2891.1,MSTRG.2891,NA,1,205790398,205791689,.
MSTRG.2892.1,MSTRG.2892,NA,1,205799044,205810305,-
MSTRG.2893.1,MSTRG.2893,NA,1,205810390,205812993,-
MSTRG.2893.2,MSTRG.2893,NA,1,205810712,205813724,-
MSTRG.2894.1,MSTRG.2894,NA,1,205818149,205818577,.
MSTRG.2895.1,MSTRG.2895,NA,1,205879529,205880110,.
MSTRG.2896.1,MSTRG.2896,NA,1,205884942,205890259,.
MSTRG.2898.1,MSTRG.2898,NA,1,206258637,206259140,.
MSTRG.2899.1,MSTRG.2899,NA,1,206278691,206279087,.
MSTRG.2900.1,MSTRG.2900,NA,1,206286540,206288106,.
MSTRG.2901.1,MSTRG.2901,NA,1,206303183,206343008,+
MSTRG.2902.1,MSTRG.2902,NA,1,206360083,206361542,.
MSTRG.2903.1,MSTRG.2903,NA,1,206367523,206368179,.
MSTRG.2904.1,MSTRG.2904,NA,1,206383715,206393806,+
MSTRG.2905.1,MSTRG.2905,NA,1,206406377,206461854,+
MSTRG.2905.2,MSTRG.2905,NA,1,206453199,206458622,+
MSTRG.2905.3,MSTRG.2905,NA,1,206453362,206459680,+
MSTRG.2906.1,MSTRG.2906,NA,1,206473196,206474954,+
MSTRG.2907.1,MSTRG.2907,NA,1,206583288,206584495,+
MSTRG.2908.1,MSTRG.2908,NA,1,206584603,206585336,+
MSTRG.2909.1,MSTRG.2909,NA,1,206591636,206593974,-
MSTRG.2910.1,MSTRG.2910,NA,1,206602385,206605485,-
MSTRG.2911.1,MSTRG.2911,NA,1,206609403,206611441,-
MSTRG.2912.1,MSTRG.2912,NA,1,206685006,206734251,+
MSTRG.2913.1,MSTRG.2913,NA,1,207054551,207062050,+
MSTRG.2914.1,MSTRG.2914,NA,1,207062053,207063807,+
MSTRG.2915.1,MSTRG.2915,NA,1,207065068,207069593,+
MSTRG.2915.2,MSTRG.2915,NA,1,207065219,207069593,+
MSTRG.2916.1,MSTRG.2916,NA,1,207071535,207072589,+
MSTRG.2917.1,MSTRG.2917,NA,1,207316873,207317123,.
MSTRG.2918.1,MSTRG.2918,NA,1,207336691,207337409,+
MSTRG.2919.1,MSTRG.2919,NA,1,207752135,207759656,+
MSTRG.2920.1,MSTRG.2920,NA,1,207759691,207767022,+
MSTRG.2921.1,MSTRG.2921,NA,1,207767699,207785102,+
MSTRG.2922.1,MSTRG.2922,NA,1,207769223,207769698,.
MSTRG.2923.1,MSTRG.2923,NA,1,207780896,207781115,.
MSTRG.2924.1,MSTRG.2924,NA,1,207785621,207793935,+
MSTRG.2924.2,MSTRG.2924,NA,1,207785648,207793935,+
MSTRG.2924.3,MSTRG.2924,NA,1,207790262,207793935,+
MSTRG.2928.1,MSTRG.2928,NA,1,207815312,207823990,.
MSTRG.2937.1,MSTRG.2937,NA,1,208028114,208029006,-
MSTRG.2938.1,MSTRG.2938,NA,1,208038772,208039681,-
MSTRG.2939.1,MSTRG.2939,NA,1,208039992,208042230,-
MSTRG.2940.1,MSTRG.2940,NA,1,208045081,208046094,-
MSTRG.2941.1,MSTRG.2941,NA,1,208051262,208060699,-
MSTRG.2942.1,MSTRG.2942,NA,1,208079389,208084562,-
MSTRG.2943.1,MSTRG.2943,NA,1,208092799,208096862,-
MSTRG.2944.1,MSTRG.2944,NA,1,208098848,208103250,-
MSTRG.2945.1,MSTRG.2945,NA,1,208121697,208121967,.
MSTRG.2946.1,MSTRG.2946,NA,1,208217563,208244155,-
MSTRG.2949.1,MSTRG.2949,NA,1,209770559,209771444,+
MSTRG.2949.2,MSTRG.2949,NA,1,209771144,209772010,+
MSTRG.2949.3,MSTRG.2949,NA,1,209771563,209772010,+
MSTRG.2950.1,MSTRG.2950,NA,1,209830912,209833353,+
MSTRG.2951.1,MSTRG.2951,NA,1,211260080,211276295,+
MSTRG.2953.1,MSTRG.2953,NA,1,211298083,211298740,.
MSTRG.2954.1,MSTRG.2954,NA,1,211576074,211578097,-
MSTRG.2955.1,MSTRG.2955,NA,1,211778918,211783452,-
MSTRG.2956.1,MSTRG.2956,NA,1,211787632,211829126,-
MSTRG.2957.1,MSTRG.2957,NA,1,211814894,211815486,.
MSTRG.2958.1,MSTRG.2958,NA,1,211829195,211830293,-
MSTRG.2959.1,MSTRG.2959,NA,1,212342111,212347379,+
MSTRG.2960.1,MSTRG.2960,NA,1,212365018,212377674,-
MSTRG.2961.1,MSTRG.2961,NA,1,212433052,212446142,+
MSTRG.2962.1,MSTRG.2962,NA,1,212608838,212615781,+
MSTRG.2963.1,MSTRG.2963,NA,1,212617957,212619622,+
MSTRG.2966.1,MSTRG.2966,NA,1,212689683,212690074,.
MSTRG.2967.1,MSTRG.2967,NA,1,212738373,212739591,-
MSTRG.2967.2,MSTRG.2967,NA,1,212738388,212766212,-
MSTRG.2968.1,MSTRG.2968,NA,1,213005072,213007198,-
MSTRG.2969.1,MSTRG.2969,NA,1,213005636,213005913,.
MSTRG.2970.1,MSTRG.2970,NA,1,213008276,213013120,-
MSTRG.2971.1,MSTRG.2971,NA,1,213013176,213015259,-
MSTRG.2971.2,MSTRG.2971,NA,1,213013237,213015634,-
MSTRG.2972.1,MSTRG.2972,NA,1,213077695,213104588,+
MSTRG.2974.1,MSTRG.2974,NA,1,213229886,213230143,.
MSTRG.2975.1,MSTRG.2975,NA,1,213242078,213261579,+
MSTRG.2976.1,MSTRG.2976,NA,1,214356762,214357075,.
MSTRG.2978.1,MSTRG.2978,NA,1,215604157,215620770,+
MSTRG.2979.1,MSTRG.2979,NA,1,215567386,215601937,+
MSTRG.2980.1,MSTRG.2980,NA,1,215621285,215621503,.
MSTRG.2981.1,MSTRG.2981,NA,1,216564219,216568071,-
MSTRG.2982.1,MSTRG.2982,NA,1,217610887,217614195,-
MSTRG.2983.1,MSTRG.2983,NA,1,217619931,217630966,-
MSTRG.2985.1,MSTRG.2985,NA,1,218346699,218441287,+
MSTRG.2986.1,MSTRG.2986,NA,1,219968663,219969117,-
MSTRG.2987.1,MSTRG.2987,NA,1,219972073,219980821,-
MSTRG.2988.1,MSTRG.2988,NA,1,219983189,219988663,-
MSTRG.2989.1,MSTRG.2989,NA,1,219988688,220018487,-
MSTRG.2990.1,MSTRG.2990,NA,1,220018994,220022518,-
MSTRG.2991.1,MSTRG.2991,NA,1,220024289,220032528,-
MSTRG.2992.1,MSTRG.2992,NA,1,220094465,220100649,+
MSTRG.2993.1,MSTRG.2993,NA,1,220105983,220110917,+
MSTRG.2994.1,MSTRG.2994,NA,1,220134404,220136909,+
MSTRG.2995.1,MSTRG.2995,NA,1,220151237,220151643,-
MSTRG.2996.1,MSTRG.2996,NA,1,220151737,220153388,-
MSTRG.2997.1,MSTRG.2997,NA,1,220171895,220182318,-
MSTRG.2998.1,MSTRG.2998,NA,1,220190377,220191255,-
MSTRG.2999.1,MSTRG.2999,NA,1,220212784,220213875,-
MSTRG.3000.1,MSTRG.3000,NA,1,220213937,220271781,-
MSTRG.3002.1,MSTRG.3002,NA,1,220261435,220261678,.
MSTRG.3003.1,MSTRG.3003,NA,1,220528740,220579557,+
MSTRG.3004.1,MSTRG.3004,NA,1,220618415,220618731,+
MSTRG.3005.1,MSTRG.3005,NA,1,220657811,220662109,+
MSTRG.3006.1,MSTRG.3006,NA,1,220781865,220784086,+
MSTRG.3006.2,MSTRG.3006,NA,1,220781898,220784086,+
MSTRG.3007.1,MSTRG.3007,NA,1,220791587,220796805,+
MSTRG.3008.1,MSTRG.3008,NA,1,220881353,220882350,+
MSTRG.3010.1,MSTRG.3010,NA,1,222632196,222633249,+
MSTRG.3011.1,MSTRG.3011,NA,1,222652036,222653115,+
MSTRG.3012.1,MSTRG.3012,NA,1,222654662,222659747,+
MSTRG.3013.1,MSTRG.3013,NA,1,222660208,222665768,+
MSTRG.3014.1,MSTRG.3014,NA,1,222670225,222676207,-
MSTRG.3015.1,MSTRG.3015,NA,1,222719346,222725539,+
MSTRG.3016.1,MSTRG.3016,NA,1,222729690,222732920,+
MSTRG.3017.1,MSTRG.3017,NA,1,222831689,222831894,.
MSTRG.3018.1,MSTRG.3018,NA,1,222834434,222834663,.
MSTRG.3021.1,MSTRG.3021,NA,1,223769846,223772458,+
MSTRG.3022.1,MSTRG.3022,NA,1,223775126,223775834,.
MSTRG.3025.1,MSTRG.3025,NA,1,223800730,223821357,-
MSTRG.3026.1,MSTRG.3026,NA,1,223834641,223834962,.
MSTRG.3028.1,MSTRG.3028,NA,1,224153324,224157753,+
MSTRG.3029.1,MSTRG.3029,NA,1,224183286,224189652,+
MSTRG.3030.1,MSTRG.3030,NA,1,224192335,224193160,.
MSTRG.3031.1,MSTRG.3031,NA,1,224287970,224294311,-
MSTRG.3032.1,MSTRG.3032,NA,1,224387988,224388320,.
MSTRG.3033.1,MSTRG.3033,NA,1,224389401,224424655,-
MSTRG.3035.1,MSTRG.3035,NA,1,224450429,224450761,.
MSTRG.3036.1,MSTRG.3036,NA,1,224455367,224455796,.
MSTRG.3037.1,MSTRG.3037,NA,1,224707897,224708140,.
MSTRG.3038.1,MSTRG.3038,NA,1,224730413,224734695,+
MSTRG.3039.1,MSTRG.3039,NA,1,225004488,225004938,.
MSTRG.3040.1,MSTRG.3040,NA,1,225404695,225407444,-
MSTRG.3041.1,MSTRG.3041,NA,1,225417993,225419353,-
MSTRG.3042.1,MSTRG.3042,NA,1,225487943,225488198,.
MSTRG.3043.1,MSTRG.3043,NA,1,225496116,225496886,.
MSTRG.3045.1,MSTRG.3045,NA,1,225777955,225789600,+
MSTRG.3047.1,MSTRG.3047,NA,1,225842137,225845647,+
MSTRG.3049.1,MSTRG.3049,NA,1,225848911,225853662,-
MSTRG.3050.1,MSTRG.3050,NA,1,225856684,225862351,-
MSTRG.3050.2,MSTRG.3050,NA,1,225856723,225859513,-
MSTRG.3051.1,MSTRG.3051,NA,1,225865896,225867295,-
MSTRG.3051.2,MSTRG.3051,NA,1,225866513,225867949,-
MSTRG.3052.1,MSTRG.3052,NA,1,225872015,225877541,-
MSTRG.3053.1,MSTRG.3053,NA,1,225919917,225924138,-
MSTRG.3055.1,MSTRG.3055,NA,1,226065212,226065420,.
MSTRG.3056.1,MSTRG.3056,NA,1,226066675,226066930,.
MSTRG.3058.1,MSTRG.3058,NA,1,226361054,226361495,.
MSTRG.3059.1,MSTRG.3059,NA,1,226365016,226367596,-
MSTRG.3060.1,MSTRG.3060,NA,1,226368257,226408021,-
MSTRG.3061.1,MSTRG.3061,NA,1,226631689,226632011,.
MSTRG.3063.1,MSTRG.3063,NA,1,226737198,226739521,-
MSTRG.3066.1,MSTRG.3066,NA,1,226984204,226986706,+
MSTRG.3067.1,MSTRG.3067,NA,1,226990234,226990718,.
MSTRG.3068.1,MSTRG.3068,NA,1,226992754,227017051,-
MSTRG.3068.2,MSTRG.3068,NA,1,226993739,227023277,-
MSTRG.3070.1,MSTRG.3070,NA,1,227034688,227035607,-
MSTRG.3071.1,MSTRG.3071,NA,1,227037119,227037398,.
MSTRG.3072.1,MSTRG.3072,NA,1,227040007,227101029,-
MSTRG.3073.1,MSTRG.3073,NA,1,227061112,227062300,.
MSTRG.3074.1,MSTRG.3074,NA,1,227067008,227067314,.
MSTRG.3075.1,MSTRG.3075,NA,1,227101121,227119923,-
MSTRG.3078.1,MSTRG.3078,NA,1,227301931,227302259,.
MSTRG.3079.1,MSTRG.3079,NA,1,227317528,227318445,.
MSTRG.3080.1,MSTRG.3080,NA,1,227733672,227734861,-
MSTRG.3082.1,MSTRG.3082,NA,1,228083148,228099197,+
MSTRG.3083.1,MSTRG.3083,NA,1,228100993,228102119,-
MSTRG.3084.1,MSTRG.3084,NA,1,228107776,228109021,-
MSTRG.3085.1,MSTRG.3085,NA,1,228141146,228141965,+
MSTRG.3086.1,MSTRG.3086,NA,1,228145301,228149004,+
MSTRG.3086.2,MSTRG.3086,NA,1,228145460,228149004,+
MSTRG.3087.1,MSTRG.3087,NA,1,228493014,228494968,+
MSTRG.3089.1,MSTRG.3089,NA,1,229272427,229272807,.
MSTRG.3090.1,MSTRG.3090,NA,1,229298991,229303985,+
MSTRG.3093.1,MSTRG.3093,NA,1,229323990,229324280,.
MSTRG.3094.1,MSTRG.3094,NA,1,229325260,229342357,-
MSTRG.3095.1,MSTRG.3095,NA,1,229460688,229470603,-
MSTRG.3096.1,MSTRG.3096,NA,1,229484080,229487610,-
MSTRG.3097.1,MSTRG.3097,NA,1,229506085,229508285,-
MSTRG.3098.1,MSTRG.3098,NA,1,230002969,230007156,+
MSTRG.3099.1,MSTRG.3099,NA,1,230075661,230075875,.
MSTRG.3100.1,MSTRG.3100,NA,1,230078773,230079067,.
MSTRG.3101.1,MSTRG.3101,NA,1,230082734,230083923,.
MSTRG.3102.1,MSTRG.3102,NA,1,230118705,230118963,.
MSTRG.3103.1,MSTRG.3103,NA,1,230178218,230280536,+
MSTRG.3104.1,MSTRG.3104,NA,1,230394600,230395007,-
MSTRG.3105.1,MSTRG.3105,NA,1,230669741,230670104,.
MSTRG.3106.1,MSTRG.3106,NA,1,230683430,230685096,+
MSTRG.3107.1,MSTRG.3107,NA,1,230690056,230693374,+
MSTRG.3108.1,MSTRG.3108,NA,1,230702742,230704462,-
MSTRG.3109.1,MSTRG.3109,NA,1,230705933,230710256,-
MSTRG.3111.1,MSTRG.3111,NA,1,231226764,231238887,-
MSTRG.3112.2,MSTRG.3112,NA,1,231241250,231260653,+
MSTRG.3113.1,MSTRG.3113,NA,1,231267738,231271000,+
MSTRG.3114.1,MSTRG.3114,NA,1,231347898,231351501,+
MSTRG.3115.1,MSTRG.3115,NA,1,231364025,231364488,.
MSTRG.3117.1,MSTRG.3117,NA,1,231366240,231367636,-
MSTRG.3118.1,MSTRG.3118,NA,1,231369048,231369319,.
MSTRG.3122.2,MSTRG.3122,NA,1,231770835,231774803,+
MSTRG.3123.1,MSTRG.3123,NA,1,231867347,231867672,.
MSTRG.3124.1,MSTRG.3124,NA,1,231876920,231877175,.
MSTRG.3125.1,MSTRG.3125,NA,1,231879324,231880167,.
MSTRG.3126.1,MSTRG.3126,NA,1,231882880,231884178,.
MSTRG.3127.1,MSTRG.3127,NA,1,231891401,231892106,.
MSTRG.3128.1,MSTRG.3128,NA,1,231892982,231893314,.
MSTRG.3129.1,MSTRG.3129,NA,1,231893612,231894287,.
MSTRG.3130.1,MSTRG.3130,NA,1,231896990,231897349,.
MSTRG.3131.1,MSTRG.3131,NA,1,231941242,231941500,.
MSTRG.3133.1,MSTRG.3133,NA,1,231996638,231996866,.
MSTRG.3134.1,MSTRG.3134,NA,1,232011394,232011818,.
MSTRG.3135.1,MSTRG.3135,NA,1,232012291,232012491,.
MSTRG.3136.1,MSTRG.3136,NA,1,232019085,232019357,.
MSTRG.3137.1,MSTRG.3137,NA,1,232031051,232031560,.
MSTRG.3138.1,MSTRG.3138,NA,1,232040096,232041086,.
MSTRG.3139.1,MSTRG.3139,NA,1,232397960,232398205,.
MSTRG.3141.1,MSTRG.3141,NA,1,232441223,232443735,-
MSTRG.3142.2,MSTRG.3142,NA,1,232514888,232630115,-
MSTRG.3144.1,MSTRG.3144,NA,1,232983887,232986214,-
MSTRG.3145.1,MSTRG.3145,NA,1,232986333,233001552,-
MSTRG.3146.1,MSTRG.3146,NA,1,233014754,233054316,-
MSTRG.3147.1,MSTRG.3147,NA,1,233054473,233057447,-
MSTRG.3148.1,MSTRG.3148,NA,1,233058965,233059262,.
MSTRG.3149.1,MSTRG.3149,NA,1,233060736,233061158,.
MSTRG.3150.1,MSTRG.3150,NA,1,233065541,233090191,-
MSTRG.3151.1,MSTRG.3151,NA,1,233077328,233077615,.
MSTRG.3152.1,MSTRG.3152,NA,1,233081675,233082055,-
MSTRG.3153.1,MSTRG.3153,NA,1,233177697,233217960,-
MSTRG.3154.1,MSTRG.3154,NA,1,233218007,233236317,-
MSTRG.3154.2,MSTRG.3154,NA,1,233218113,233236981,-
MSTRG.3156.1,MSTRG.3156,NA,1,234373613,234374389,+
MSTRG.3157.1,MSTRG.3157,NA,1,234391571,234393756,-
MSTRG.3160.1,MSTRG.3160,NA,1,234450428,234460396,-
MSTRG.3161.1,MSTRG.3161,NA,1,234471243,234478458,-
MSTRG.3162.1,MSTRG.3162,NA,1,234604648,234605026,.
MSTRG.3163.1,MSTRG.3163,NA,1,234605826,234606724,.
MSTRG.3167.1,MSTRG.3167,NA,1,235109351,235111531,.
MSTRG.3168.1,MSTRG.3168,NA,1,235111958,235113910,-
MSTRG.3169.1,MSTRG.3169,NA,1,235122326,235128784,-
MSTRG.3170.1,MSTRG.3170,NA,1,235135596,235136152,-
MSTRG.3173.1,MSTRG.3173,NA,1,235175184,235181665,-
MSTRG.3175.1,MSTRG.3175,NA,1,235223026,235224775,-
MSTRG.3178.1,MSTRG.3178,NA,1,235437339,235438893,+
MSTRG.3179.1,MSTRG.3179,NA,1,235441639,235442885,+
MSTRG.3180.1,MSTRG.3180,NA,1,235450084,235454293,-
MSTRG.3181.1,MSTRG.3181,NA,1,235489529,235490248,.
MSTRG.3182.1,MSTRG.3182,NA,1,235491431,235491896,.
MSTRG.3183.1,MSTRG.3183,NA,1,235663006,235664661,-
MSTRG.3184.1,MSTRG.3184,NA,1,235677587,235697189,-
MSTRG.3185.1,MSTRG.3185,NA,1,235724061,235729622,-
MSTRG.3186.1,MSTRG.3186,NA,1,235730906,235733906,-
MSTRG.3187.1,MSTRG.3187,NA,1,235738336,235741547,-
MSTRG.3188.1,MSTRG.3188,NA,1,235780911,235787362,-
MSTRG.3189.1,MSTRG.3189,NA,1,235788713,235791938,-
MSTRG.3190.1,MSTRG.3190,NA,1,235800906,235803012,-
MSTRG.3191.1,MSTRG.3191,NA,1,235803030,235805866,-
MSTRG.3192.1,MSTRG.3192,NA,1,235810437,235833592,-
MSTRG.3193.1,MSTRG.3193,NA,1,235854310,235854519,.
MSTRG.3194.1,MSTRG.3194,NA,1,235864921,235865300,.
MSTRG.3195.1,MSTRG.3195,NA,1,235977326,235979935,-
MSTRG.3196.1,MSTRG.3196,NA,1,235980500,235981774,-
